#line	motif	seq	start	end	strand	seqLen	querybp	mRatio	m	mm	i	d
3381	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	6581	9718	-	19084	3276	91.5%	3032	68	37	176
3385	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	9806	10325	-	19084	534	95.4%	513	2	4	19
3389	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	10420	12023	-	19084	1662	92.7%	1562	18	23	82
3393	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	12103	13029	-	19084	981	89.9%	891	25	10	65
3397	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	13170	15838	-	19084	2786	92.3%	2595	47	26	144
3401	telomere	14c37e4f-5175-42ce-a421-f35b86f807ba	15964	18977	-	19084	3137	92.4%	2930	48	35	159
3405	telomere	531321ee-c650-4aa3-8b07-baff977fd13f	23166	23266	+	23268	100	98.0%	98	2	0	0
3409	telomere	58bd55e1-3d6d-408d-9c8c-7a52706b4013	0	845	-	26752	847	97.8%	835	3	7	9
3413	telomere	1d997edc-b9cd-42c2-be3e-f47b36f651c2	0	905	-	5937	906	97.8%	895	1	9	10
3417	telomere	88094c45-d2a1-40d9-a96d-c901c080e455	4	1023	-	31206	1016	99.5%	1015	0	4	1
3421	telomere	683a0697-cc6a-4876-993f-5488e5a4ff38	12	739	-	13987	729	97.6%	719	0	8	10
3425	telomere	446ca024-3757-4a0a-9a27-6f9bdf0af6ca	12523	12630	+	12636	107	100.0%	107	0	0	0
3429	telomere	7aa81487-7db9-4240-a06a-d4c0d4382481	0	761	-	9709	756	96.9%	745	3	13	8
3433	telomere	191e02ab-59e6-4f41-b4c9-dcb9420d3af8	1	860	-	14342	863	97.9%	852	0	7	11
3437	telomere	1c63fc78-6772-4b0e-bcb5-a9aa61b37829	0	465	-	18105	478	93.2%	452	6	7	20
3441	telomere	f7b5ca5a-be48-458a-ba68-ccb9942c8b99	0	1275	-	15374	1308	96.9%	1270	2	3	36
3445	telomere	956a59d6-770b-41d8-a7d0-93c5d943c81b	7	1162	-	26588	1167	94.1%	1118	16	21	33
3449	telomere	1e6eea76-0aa4-40fe-9ccf-e33f4965cc84	1	999	-	16146	1003	98.7%	994	0	4	9
3453	telomere	bb26e792-bcba-493a-8f9a-260667906e5e	0	630	-	16913	624	97.2%	615	6	9	3
3457	telomere	6b90d028-406a-4c56-9b8d-765bf649ba21	7950	8101	+	8119	155	93.0%	147	1	3	7
3461	telomere	44a715d8-b091-4d6a-9104-bd7cd1bf98c6	0	706	-	26993	701	98.7%	699	0	7	2
3465	telomere	9c5751f5-c63c-4c92-adff-68355c2af773	21106	21225	+	21225	118	95.8%	114	4	1	0
3469	telomere	269090e0-e71a-4e8e-a46f-1193c0ba9c70	0	618	-	24975	613	97.9%	609	0	9	4
3473	telomere	c18d5239-a47d-45d7-8598-b823d4109877	30833	30890	+	30890	61	93.4%	57	0	0	4
3477	telomere	17159285-79ec-4447-a2bd-95618c105f82	20142	20216	+	20228	77	94.8%	73	1	0	3
3481	telomere	d4d4290e-0712-4797-9a0a-ece32b931e9e	19478	19523	+	19523	47	91.7%	44	0	1	3
3485	telomere	f93eb805-73ff-4161-a903-5af6b6f7f21f	32235	32286	+	32298	53	96.2%	51	0	0	2
3489	telomere	4786125a-19bc-4c5e-9360-dfbff92f61e1	25511	25576	+	25579	65	100.0%	65	0	0	0
3493	telomere	20cf8050-3ba8-4738-b8a0-9ac2636a112d	10965	11054	+	11060	89	96.7%	87	1	1	1
3497	telomere	0c6a6a0b-8634-499a-8635-5f5346f2bdc2	0	636	-	28442	630	96.9%	623	0	13	7
3501	telomere	7b5ba6cb-8b73-4644-967e-a65438771ac9	0	25528	-	29533	25848	97.4%	25315	58	155	475
3505	telomere	7b5ba6cb-8b73-4644-967e-a65438771ac9	25753	29533	-	29533	3890	93.2%	3678	47	55	165
3509	telomere	9667f5fd-0174-4f48-aedb-6b970a4e2267	24558	24618	+	24630	60	100.0%	60	0	0	0
3513	telomere	7f89a059-23fd-4405-8e7e-753acead8978	16971	17141	+	17145	174	94.3%	165	4	1	5
3517	telomere	779c0ea6-bd11-4bcc-97a5-d4b19fccc7a3	0	823	-	10783	803	95.7%	793	4	26	6
3521	telomere	60e1603e-42ff-4e0a-b700-c6f008f39988	20	1494	-	7527	1483	98.3%	1465	2	7	16
3525	telomere	cccf1eed-d160-404a-a225-f31b259466c7	42816	42922	+	86641	107	98.1%	105	1	0	1
3529	telomere	cccf1eed-d160-404a-a225-f31b259466c7	42934	43000	+	86641	66	95.5%	63	3	0	0
3533	telomere	cccf1eed-d160-404a-a225-f31b259466c7	43063	43110	+	86641	47	93.6%	44	3	0	0
3537	telomere	cccf1eed-d160-404a-a225-f31b259466c7	43153	43671	+	86641	556	88.2%	494	20	4	42
3541	telomere	cccf1eed-d160-404a-a225-f31b259466c7	43696	43848	-	86641	159	93.1%	149	2	1	8
3545	telomere	404b61e7-905e-4f22-b733-386472587a5e	19041	19305	+	19305	275	92.8%	257	5	2	13
3549	telomere	822e683a-b350-4a34-94c5-dc3ba549adb3	7	874	-	13207	874	96.1%	852	2	13	20
3553	telomere	8ea9d6c7-6c3b-435b-a43c-b775cce4921e	0	828	-	23571	828	98.6%	821	2	5	5
3557	telomere	96170549-f313-429e-8289-7ee130a97e53	22733	22812	+	22812	83	91.7%	77	1	1	5
3561	telomere	a4719a42-4845-4cf9-a7f7-92f5a50bb564	0	1048	-	12271	1047	98.8%	1041	0	7	6
3565	telomere	89dbdc59-6558-454b-b7dc-685db4186656	11390	11457	+	11461	66	97.0%	65	1	1	0
3569	telomere	7b57654c-9916-435f-b07a-0677e883883a	0	434	-	11023	432	99.1%	431	0	3	1
3573	telomere	65e1de1d-54e4-455f-9e28-50d0636a336e	4	10738	-	10738	10808	98.6%	10693	7	34	108
3577	telomere	6e6d6eed-dbc6-4fb4-9da4-e3a1f8f5de23	0	188	-	41462	191	95.9%	185	1	2	5
3581	telomere	c844e749-cb31-49a1-8220-d81cd4d8ff7e	3	792	-	38874	788	98.6%	783	0	6	5
3585	telomere	600a1ce8-ba14-43ae-83d1-91c8ddab1723	10262	10373	+	10378	114	94.8%	109	1	1	4
3589	telomere	e8bb3e28-6e66-466d-be14-aba900dcfeea	9	659	-	13274	655	93.1%	625	9	16	21
3593	telomere	15609087-20c2-4b1a-9f0e-5baef32eb924	25578	25680	+	25680	107	94.4%	101	1	0	5
3597	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	25173	25232	-	50114	63	90.5%	57	2	0	4
3601	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	25274	26069	-	50114	835	93.1%	783	6	6	46
3605	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	24929	24981	+	50114	54	92.6%	50	2	0	2
3609	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	24997	25075	+	50114	78	91.0%	71	7	0	0
3613	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	24767	24811	+	50114	46	93.5%	43	1	0	2
3617	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	24227	24290	+	50114	66	90.9%	60	3	0	3
3621	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	24483	24522	+	50114	40	92.7%	38	0	1	2
3625	telomere	db0d770c-52bc-49a6-8472-f405bbf91a3e	25130	25171	+	50114	41	95.1%	39	2	0	0
3629	telomere	08db3e66-3bdd-47b0-9235-12093b657b6a	5204	5934	+	6026	767	92.1%	709	18	3	40
3633	telomere	08db3e66-3bdd-47b0-9235-12093b657b6a	5975	6023	+	6026	48	100.0%	48	0	0	0
3637	telomere	493c8f40-6cf0-40c8-8da2-0d68d3b491d1	0	757	-	24823	758	96.6%	742	5	10	11
3641	telomere	d524658d-d7d3-43c1-b988-5cd2ffc4f478	2	13371	-	13371	13723	96.2%	13265	39	65	419
3645	telomere	286d4f4f-a51e-4fe9-9c9e-8d66a67d14ee	0	616	-	7603	615	98.2%	609	2	5	4
3649	telomere	fcb2f80b-36e1-4663-a13d-4716ccfaa6fc	17903	17957	+	17957	54	96.3%	52	2	0	0
3653	telomere	244dec15-7ff5-4d89-a78b-767ea07a9cf9	0	993	-	13246	1004	97.9%	987	2	4	15
3657	telomere	11c63733-e8ce-4e66-8b10-2891c38f626a	5	19798	-	25951	20235	95.4%	19494	98	201	643
3661	telomere	11c63733-e8ce-4e66-8b10-2891c38f626a	19942	20589	-	25951	689	88.3%	620	14	13	55
3665	telomere	11c63733-e8ce-4e66-8b10-2891c38f626a	20713	22064	-	25951	1453	87.6%	1299	22	30	132
3669	telomere	32c2a29f-b8d9-4144-b0f3-695ed228fdca	0	437	-	19135	435	96.8%	428	2	7	5
3673	telomere	d4b167d8-4fcb-4af8-a481-a06b9da2d171	0	906	-	33507	918	97.6%	901	0	5	17
3677	telomere	d9d22d85-ea84-4a8a-b4b0-d9252944131b	32605	32694	+	32705	89	100.0%	89	0	0	0
3681	telomere	8cd5c30b-e790-469e-bcc4-1b9db75522c2	7638	9136	+	9202	1629	89.5%	1462	31	5	136
3685	telomere	8cd5c30b-e790-469e-bcc4-1b9db75522c2	9149	9202	+	9202	57	93.0%	53	0	0	4
3689	telomere	912c133f-e3d0-41c0-8aab-145dbaf75d5a	6	953	-	16860	949	98.4%	940	1	6	8
3693	telomere	725b932f-1dd2-49c6-9bc3-abe37bab93e8	27324	27458	+	27471	143	92.3%	132	2	0	9
3697	telomere	476689de-7aa7-4bdc-ac4c-cdf38f3335a2	20181	20345	+	20345	177	92.1%	163	1	0	13
3701	telomere	b429c88a-0b03-42b9-884e-890da8accf19	1	843	-	11109	839	99.2%	837	0	5	2
3705	telomere	f07789de-9eeb-49a1-b626-b532218e35d3	25198	25258	+	25259	60	100.0%	60	0	0	0
3709	telomere	24496cf1-e2ce-444f-8355-1ed4bbbd96df	2	679	-	3209	680	97.8%	671	0	6	9
3713	telomere	06a6369d-f7e8-4607-b4bf-dd9bebe8de1e	0	958	-	34318	979	94.1%	935	8	15	36
3717	telomere	e9447ea7-1af9-4f11-aa86-d1b350e95e30	22520	22579	+	22580	59	100.0%	59	0	0	0
3721	telomere	4576afa1-da17-473e-991a-4a064aa9383d	17699	17798	+	17808	101	96.1%	98	0	1	3
3725	telomere	f9dc0bf0-0a15-47f4-b169-7458b7e2e92a	0	11569	-	20686	11650	98.8%	11536	2	31	112
3729	telomere	8ec7cf74-6d6e-42e7-be7d-15b4e8394663	11715	12018	+	12018	322	90.7%	292	11	0	19
3733	telomere	3c0a44fe-b5f0-48da-8004-31884b57cafb	0	995	-	24311	993	97.6%	981	2	12	10
3737	telomere	a078059b-eec5-4acf-af2d-1a080e1ab3e9	0	1065	-	27814	1080	97.5%	1058	2	5	20
3741	telomere	bc619238-319a-4e22-bad4-392ba86fce33	0	732	-	17078	743	94.2%	712	7	13	24
3745	telomere	b9c84593-b3de-4c1c-b75e-dd71deffb9f3	16633	16675	+	16685	41	92.9%	39	2	1	0
3749	telomere	8adf4524-7e40-4cc3-8cff-6edb586b1ad4	0	11284	-	17753	11332	98.5%	11222	3	59	107
3753	telomere	281572ff-53e2-4b4e-9148-b420e7765968	0	13283	-	20590	13392	95.0%	12958	72	253	362
3757	telomere	2b9349b8-110b-4712-97ed-fc43c3e18bd2	1	804	-	35932	797	99.0%	796	0	7	1
3761	telomere	863b0943-4d48-4874-b449-fa0b4db32e51	1	830	-	28672	830	96.8%	816	0	13	14
3765	telomere	81f896e1-8e75-4082-ac4f-08d4c25c843a	7	16364	-	22080	16647	95.9%	16122	67	168	458
3769	telomere	1ccc4a91-7f8b-4d66-9116-8ba2d394597f	47	14856	-	19550	15127	95.2%	14570	54	185	503
3773	telomere	016e18bb-17b7-443d-927f-50f9eef8f494	5	1125	-	18187	1143	95.1%	1098	10	12	35
3777	telomere	04ccfc8a-91d4-48e0-b635-1cf6c1c24ad3	0	1166	-	29426	1172	99.0%	1163	0	3	9
3781	telomere	06e49eb7-b506-4e91-b7ec-3844890832e9	4	1394	-	5137	1415	96.1%	1371	7	12	37
3785	telomere	9ca5dbe5-ef30-4f41-ac63-06c3d750bd44	27545	27641	+	27671	101	93.1%	94	2	0	5
3789	telomere	cff69a72-59ea-482d-a4fb-5e075eaf9f9e	33101	33263	+	33263	171	91.9%	158	3	1	10
3793	telomere	0f7cd2dd-510f-4335-ae65-16020d164f46	9770	9823	+	14690	54	90.9%	50	2	1	2
3797	telomere	0f7cd2dd-510f-4335-ae65-16020d164f46	9867	12595	+	14690	2953	89.6%	2659	54	15	240
3801	telomere	0f7cd2dd-510f-4335-ae65-16020d164f46	12667	13334	+	14690	714	90.0%	648	13	6	53
3805	telomere	0f7cd2dd-510f-4335-ae65-16020d164f46	13411	14658	+	14690	1322	91.8%	1218	24	5	80
3809	telomere	da47ebf0-655c-4200-8716-5cc8fc250fb2	0	854	-	7396	872	95.7%	843	2	9	27
3813	telomere	ca137c2f-c2df-4ef7-a3b4-7511f102358f	0	906	-	12193	906	98.2%	897	2	7	7
3817	telomere	3b45349c-5613-4d2b-8b68-a5904a7a136b	21	1240	-	14276	1237	97.7%	1212	3	4	22
3821	telomere	675adff8-48ee-4dcd-bd9f-da4651b99e96	0	968	-	11853	980	97.7%	961	3	4	16
3825	telomere	8cc750dd-172a-4fd1-977e-006b5fe99811	0	1033	-	14036	1027	99.0%	1025	0	8	2
3829	telomere	97289164-38a4-43ee-b306-3a8f42d4aea6	22763	22847	+	22847	85	98.8%	84	0	0	1
3833	telomere	28d70a0a-7fde-4c18-b257-6f2d02a95dac	0	1250	-	9731	1262	98.1%	1243	2	5	17
3837	telomere	802ece36-fabe-4d44-9cf5-328bb3753428	0	539	-	11121	527	97.6%	526	1	12	0
3841	telomere	0251a94d-1648-42da-b9f4-a795d6282bcd	33047	33099	+	33099	52	96.2%	50	2	0	0
3845	telomere	1c7ef395-ddc0-4bbf-88ea-53ee2815413c	0	1299	-	5842	1301	97.0%	1277	7	15	17
3849	telomere	263762ea-d4d6-46dd-8894-37e9f09b0e76	0	1296	-	10497	1320	97.4%	1289	4	3	27
3853	telomere	f072a131-d5f7-4cba-b5d4-16302f2046d6	8228	8282	+	8282	54	94.4%	51	3	0	0
3857	telomere	7846ffb7-2aaa-4627-8cfe-1d4fcd70de23	0	4404	-	4427	4506	91.9%	4235	66	103	205
3861	telomere	63d7f26b-7c22-471f-b35f-9b48942c8874	5	875	-	34040	871	99.4%	867	2	1	2
3865	telomere	c4f4fcc9-53dc-45da-9896-0c4d930100c1	4434	4516	+	4519	83	98.8%	82	0	0	1
3869	telomere	5b24f981-75f7-46ed-b930-5763e8edda0f	0	5694	-	6711	5792	96.5%	5635	13	46	144
3873	telomere	9fbd6beb-bcd3-4120-a612-1f0bd28abfac	8	1372	-	23673	1374	98.8%	1361	0	3	13
3877	telomere	ddb5fcb5-3b4b-4d3a-adc2-183348ee318e	0	1025	-	20960	1038	98.5%	1022	3	0	13
3881	telomere	afa5b007-4ff2-4e7d-a3cc-35fa9525a7d5	22929	23062	+	23062	135	97.0%	131	2	0	2
3885	telomere	4752c32a-0d71-4718-ac96-1483fac29914	0	560	-	22268	554	96.8%	547	2	11	5
3889	telomere	0627a218-4729-4665-8066-081d12511c74	0	923	-	9130	930	95.6%	901	10	12	19
3893	telomere	1f637560-3194-499f-92db-453ad2329b0c	0	1002	-	24758	1014	97.4%	994	1	7	19
3897	telomere	dcfc9adc-3534-4794-a394-1b074a7c1c23	0	533	-	19270	533	97.4%	526	0	7	7
3901	telomere	95b742a0-8019-4585-942d-bdb3172c64f4	2847	3002	+	3002	162	92.1%	151	2	2	9
3905	telomere	71c68cce-21ba-434d-b6a3-9ff899fe8439	0	898	-	11429	906	98.6%	895	1	2	10
3909	telomere	1b0fc29e-ef65-49ed-a274-229375ae66e7	0	1381	-	17495	1384	99.2%	1377	0	4	7
3913	telomere	b2523f2e-a6e5-434b-953c-2f2455c22faa	10	1421	-	32882	1429	97.9%	1404	2	5	23
3917	telomere	47a0ecbe-3212-4e23-8a60-f7b4d18fcde6	0	550	-	24224	550	96.2%	538	3	9	9
3921	telomere	69e71caa-9f7c-48ac-b609-20b439457ad1	30167	30241	+	30241	75	98.7%	74	0	0	1
3925	telomere	8813f2cd-0d2d-43e4-9dfa-23e751e6bac9	4	2148	-	5366	2157	97.9%	2125	5	14	27
3929	telomere	635a25dc-3836-4269-a06d-1ac5f6abd595	20232	20300	+	20300	69	95.7%	67	0	1	2
3933	telomere	2a266d7c-5f09-49be-a883-37d889d8f92c	28	1243	-	23820	1273	93.4%	1197	9	9	67
3937	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	36939	37007	-	73442	69	91.4%	64	3	1	2
3941	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	37033	37498	-	73442	497	88.0%	441	20	4	36
3945	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	37584	37998	-	73442	449	90.0%	407	4	3	38
3949	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	35550	35675	+	73442	133	89.6%	120	4	1	9
3953	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	35721	35763	+	73442	42	97.6%	41	1	0	0
3957	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	36121	36249	+	73442	131	92.4%	121	7	0	3
3961	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	35933	35981	+	73442	48	93.8%	45	3	0	0
3965	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	36776	36868	+	73442	94	92.6%	87	5	0	2
3969	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	36370	36424	+	73442	54	92.6%	50	4	0	0
3973	telomere	5ed37d61-4618-4c83-9c24-b3ddbab302b7	36564	36605	+	73442	42	92.9%	39	2	0	1
3977	telomere	4adfcf3b-9950-402c-93cc-e7addd9c544f	22463	22510	+	22551	47	100.0%	47	0	0	0
3981	telomere	ad4e2e51-6761-478f-9eaa-1af56670fa3f	9631	9724	+	9724	100	93.0%	93	0	0	7
3985	telomere	fa94f406-3655-48ef-8b37-dc74341a691f	12289	12612	+	13049	330	93.1%	308	14	1	8
3989	telomere	fa94f406-3655-48ef-8b37-dc74341a691f	12686	13049	+	13049	387	90.3%	352	8	3	27
3993	telomere	502d82c2-3bc3-4ab4-ba4e-d00f7715aac2	4806	4877	+	4880	72	94.4%	68	3	0	1
3997	telomere	413c1be4-4db6-492e-8ba7-d46edea254e2	11462	12065	+	12065	621	91.4%	571	28	4	22
4001	telomere	8688bac5-ccd3-47a8-8055-9dd43a4df697	0	7175	-	21844	7195	97.1%	7074	13	88	108
4005	telomere	0750f225-8a93-47e8-abe3-890216258806	28575	28641	+	28715	65	98.5%	65	0	1	0
4009	telomere	fbe1dbcb-1875-430c-b985-d6b90d0c58b6	15172	15284	+	15299	115	94.0%	109	2	1	4
4013	telomere	eaf16106-a7ef-47e3-be84-ebbf666a987a	0	590	-	12285	594	95.5%	577	3	10	14
4017	telomere	cced0bd6-824f-4428-8861-662f4ff48b99	0	19518	-	31125	19828	96.8%	19337	43	138	448
4021	telomere	ba0f64e1-3df5-4f72-a513-c8783b266ca5	0	1107	-	24563	1106	97.9%	1094	2	11	10
4025	telomere	db5e9f79-8c7c-40e5-aa1d-2df42e21baf6	32323	32389	+	32412	65	97.0%	64	1	1	0
4029	telomere	1b077726-15e5-40b4-9d78-dfbd35914d1d	3	1244	-	23258	1261	97.7%	1236	1	4	24
4033	telomere	b065d6c0-b578-49a0-8bb1-08a12e4b8903	0	645	-	13158	631	96.5%	626	1	18	4
4037	telomere	cc6bd1f1-d63c-4589-865f-adac444b9000	0	1102	-	30236	1104	99.1%	1098	0	4	6
4041	telomere	5bb0d2e7-d62c-4384-9e16-652d17a7e58b	5370	6038	+	6460	701	92.8%	653	12	3	36
4045	telomere	5bb0d2e7-d62c-4384-9e16-652d17a7e58b	6100	6212	+	6460	112	99.1%	111	1	0	0
4049	telomere	5bb0d2e7-d62c-4384-9e16-652d17a7e58b	6347	6459	+	6460	112	95.6%	108	3	1	1
4053	telomere	b3e68c1f-854f-44e5-bed6-2913817efac6	14027	14078	+	14080	53	96.2%	51	0	0	2
4057	telomere	15958f68-fa0a-4958-bde3-b3fe7d7811b8	4	1457	-	4222	1496	91.5%	1402	15	36	79
4061	telomere	dbdb1577-7566-43fa-b1f3-e2f49fc1d5ec	0	561	-	20021	555	96.3%	545	5	11	5
4065	telomere	c3974b9d-b173-4a55-9f13-a123c9097ea9	2	9584	-	13716	9833	94.7%	9412	68	102	353
4069	telomere	46844868-82ec-4dcf-930d-86ff9ca214d1	23671	23772	+	23811	101	99.0%	100	1	0	0
4073	telomere	84b3ad58-727a-48d4-b1c9-f65dcce30533	10688	11011	+	11011	341	92.4%	315	8	0	18
4077	telomere	69fc78db-4bab-4bfe-9114-1988a1b08a01	0	933	-	28143	925	98.8%	923	1	9	1
4081	telomere	18563b3a-ff33-4cb6-9352-217f75202b8a	0	841	-	14611	834	98.5%	831	0	10	3
4085	telomere	1045b501-47fb-4371-9baa-195b7bd227bd	0	573	-	25761	576	94.9%	558	3	12	15
4089	telomere	7a7015a5-eb89-4dd3-b73c-e5926b824bc3	2167	3179	+	3399	1107	88.7%	985	23	4	99
4093	telomere	7a7015a5-eb89-4dd3-b73c-e5926b824bc3	3267	3399	+	3399	134	98.5%	132	0	0	2
4097	telomere	6d96e908-d189-456a-8fea-c3b387244c90	22550	22616	+	22624	66	98.5%	65	1	0	0
4101	telomere	9efbb39e-e462-4be7-aed4-15629a3b8630	10924	10989	+	11033	65	100.0%	65	0	0	0
4105	telomere	04b2be5d-9025-46a4-81b5-d9ce9dbdd0d5	0	444	-	7858	442	97.8%	437	2	5	3
4109	telomere	fa6ccb7d-645c-467c-8680-899066d09c31	0	506	-	27248	504	99.2%	503	0	3	1
4113	telomere	b95d2380-1c09-4fb3-85aa-994262b024bf	0	421	-	29095	426	92.4%	402	10	9	14
4117	telomere	a92cb5d2-235c-4ee9-80fa-61025e081d2f	18189	18274	+	18274	85	98.8%	84	1	0	0
4121	telomere	39823a0c-e09c-4a3a-b0de-bdfa8e4ef2ba	0	10887	-	38905	10923	96.7%	10705	30	152	188
4125	telomere	39823a0c-e09c-4a3a-b0de-bdfa8e4ef2ba	31406	31599	-	38905	195	98.0%	192	0	1	3
4129	telomere	454c4a53-8374-4b64-8801-4f2baf441eb7	18352	18450	+	18456	99	96.0%	95	3	0	1
4133	telomere	568471a0-3aca-442b-b285-67ee818949a5	0	882	-	13171	882	94.9%	856	6	20	20
4137	telomere	ed22835b-a095-46be-a5db-9c2c7f01a8f7	0	719	-	11961	721	96.4%	705	4	10	12
4141	telomere	5f5b285e-ab5b-4fff-a8e8-2526e68a7cce	0	6528	-	16045	6567	98.3%	6488	6	34	73
4145	telomere	0b3ed972-91de-4cc4-ad74-36e7976624f8	21791	21862	+	21864	72	93.2%	68	2	1	2
4149	telomere	7203abb2-3906-4e78-8418-ead1e61eb492	37764	37876	+	37876	117	92.3%	108	4	0	5
4153	telomere	42b59706-f9f1-45b7-86b9-162942e1146b	0	104	-	14455	107	94.4%	101	3	0	3
4157	telomere	754b3040-1080-480b-8d5d-2c165187d497	3	640	-	14271	629	96.6%	620	4	13	5
4161	telomere	676779b3-a5df-495c-8f9c-6f9b33acbd20	12501	12577	+	12579	77	98.7%	76	0	0	1
4165	telomere	ead7ba93-16f9-405c-aad3-972c36a8abc9	5	167	-	30449	163	99.4%	162	0	0	1
4169	telomere	b560624c-b69a-4436-a29e-410dd8a3b643	13952	14080	+	14086	136	93.4%	127	1	0	8
4173	telomere	4ae2df1b-0047-4ce0-abea-445e1a9c5bda	17284	17359	+	17360	75	98.7%	74	1	0	0
4177	telomere	46db2e25-f195-4b8b-92c6-8cf6562d8b9b	0	23773	-	25516	24225	95.0%	23309	146	318	770
4181	telomere	1f1d38d8-d7da-4e3a-9ac7-ba1cdc018154	0	787	-	22435	786	99.4%	784	0	3	2
4185	telomere	4458f89d-d9e1-4dfd-8532-224b3e80a0bc	17771	17842	+	17860	71	100.0%	71	0	0	0
4189	telomere	ab9dd3bc-651a-41b3-b3d2-09cec7a4c82d	21834	21976	+	21986	149	92.6%	138	4	0	7
4193	telomere	57685990-644d-4026-aef6-352eac5ff897	0	8599	-	8636	8863	94.8%	8465	69	65	329
4197	telomere	2fbd9654-b080-4373-bdda-cc21595d66fb	7602	7776	+	7776	185	91.9%	171	2	1	12
4201	telomere	8e6537c1-5bfd-4e2a-a3b8-a09b1fcc8a68	0	1093	-	8782	1096	98.4%	1085	1	7	10
4205	telomere	592b5294-7539-4891-9d90-e08928440d06	0	1002	-	16266	993	98.2%	988	1	13	4
4209	telomere	d51d2603-56fd-4c80-8081-7cee5ee3dd06	25693	25832	+	25832	143	93.7%	134	5	0	4
4213	telomere	31ea3c7f-c478-4dd9-845a-31dd2ceaf0a3	16	889	-	29591	875	97.1%	860	2	11	13
4217	telomere	88a84998-e155-462f-90d5-7eb796de3fe2	1	574	-	23041	569	95.9%	559	0	14	10
4221	telomere	737a5cc1-8118-43a0-a028-4e9982958ac1	3	797	-	17139	797	95.8%	776	5	13	16
4225	telomere	6e482c00-9b6e-4319-b364-d5378a444fc7	16973	17080	+	17086	107	100.0%	107	0	0	0
4229	telomere	1d92f194-59f0-4c77-bd7a-89c29c9d6e09	0	443	-	9540	449	93.3%	429	3	11	17
4233	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	0	161	-	8276	168	92.4%	157	2	2	9
4237	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	388	694	-	8276	314	95.3%	302	1	3	11
4241	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	801	3167	-	8276	2472	91.4%	2288	46	32	138
4245	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	3248	5315	-	8276	2135	92.8%	2012	23	32	100
4249	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	5423	7573	-	8276	2255	91.0%	2081	38	31	136
4253	telomere	ed5e1aed-7a10-45bd-809f-622106c4f7b9	7694	8276	-	8276	602	92.7%	568	3	11	31
4257	telomere	f52480f9-c4cd-4c49-a0fc-17b846f52ca5	0	775	-	24357	774	97.1%	762	2	11	10
4261	telomere	c26ef33f-106d-49b9-a9ab-2031ecba7cb5	7376	7458	+	7490	82	98.8%	81	1	0	0
4265	telomere	fbc6a9ff-02b6-461b-8611-e1e4f100911b	21032	21073	+	21076	41	100.0%	41	0	0	0
4269	telomere	f38aef93-d73e-45f4-9a86-34c78d45e40e	18889	18950	+	18951	65	93.8%	61	0	0	4
4273	telomere	e0918cc0-63ed-4aa0-8638-2a9b08cdf9f5	34	883	-	13514	864	97.2%	844	1	4	19
4277	telomere	2ecec6eb-f812-480d-b7c6-16f1832e7701	3	1339	-	13155	1354	96.4%	1319	3	14	32
4281	telomere	d6a85a11-3cae-4700-b79c-7b17017eba9c	4	4572	-	16901	4570	97.9%	4518	6	44	46
4285	telomere	4f1e5f38-6b67-45f2-88d2-94cd6b1e2cba	18994	19091	+	19112	100	97.0%	97	0	0	3
4289	telomere	b092bede-0ed6-437c-93a2-a6e6c058a9ad	1	811	-	15414	811	97.8%	801	1	8	9
4293	telomere	474abc81-0a4f-42a3-9a61-b0309ee18aef	0	1352	-	30511	1364	98.0%	1344	1	7	19
4297	telomere	209b725f-612b-4498-b62d-f58017e68c2c	0	11986	-	11986	12057	98.9%	11956	3	27	98
4301	telomere	ef86123e-5227-4935-a206-043da9f8ab3f	31169	31357	+	31357	189	91.8%	178	5	5	6
4305	telomere	81fe5bc5-9d66-44dc-b375-1e9dba1f5548	22397	22628	+	22628	239	90.8%	218	12	1	9
4309	telomere	bbd26105-b95e-48d7-944c-39a3248f77cb	23818	23880	+	23915	66	92.4%	61	1	0	4
